Lot Area,Lot Config,Home Type,Roof Style,Foundation Type,Basement Area,Heating Type,Central Air,Rooms,Fireplaces,Garage Type,Fence Type,Year,Price,Satisfaction
11120,CulDSac,Single Family,Gable,PConc,1232,GasA,Y,6,0,Attchd,NA,2008,162500,6
13688,Inside,Single Family,Gable,PConc,1572,GasA,Y,10,2,BuiltIn,NA,2008,412500,8
10106,Inside,Condo,Gable,BrkTil,644,GasA,Y,6,0,NA,NA,2008,127500,3
10197,Inside,Single Family,Gable,CBlock,1362,GasA,Y,6,1,Attchd,NA,2008,163000,4
12416,Inside,Single Family,Gable,CBlock,1606,GasA,Y,7,1,Attchd,NA,2008,184000,10
11426,Inside,Single Family,Gable,PConc,1362,GasA,Y,6,0,Detchd,NA,2008,200000,5
4923,Inside,Townhouse,Gable,PConc,1593,GasA,Y,5,1,Attchd,NA,2008,286000,5
7180,Inside,Single Family,Hip,CBlock,864,GasA,Y,5,0,Detchd,NA,2008,127000,7
10125,Inside,Single Family,Gable,CBlock,1196,GasA,Y,6,2,Detchd,MnPrv,2008,171500,10
4438,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,1,Attchd,NA,2008,149000,9
12493,Inside,Single Family,Gable,PConc,1100,GasA,Y,6,1,Attchd,GdWo,2008,141000,8
8250,Inside,Single Family,Hip,CBlock,1092,GasA,Y,6,0,Attchd,MnPrv,2008,145000,10
5604,Inside,Single Family,Gable,CBlock,864,GasA,N,5,0,NA,NA,2008,98000,3
8450,Inside,Single Family,Gable,PConc,1436,GasA,Y,8,0,Attchd,NA,2008,210000,8
15660,Corner,Single Family,Gable,CBlock,798,GasA,Y,8,2,Attchd,NA,2008,311500,9
1869,Inside,Townhouse,Gable,CBlock,483,GasA,Y,5,0,Detchd,NA,2008,106000,8
1680,Inside,Townhouse,Gable,CBlock,483,GasA,Y,5,0,Detchd,NA,2008,89500,7
8366,Inside,Single Family,Gable,PConc,798,GasA,Y,6,0,Attchd,NA,2008,173000,7
8791,Inside,Single Family,Gable,PConc,864,GasA,Y,7,0,Attchd,NA,2008,207500,4
12435,Inside,Single Family,Gable,PConc,963,GasA,Y,7,1,Attchd,NA,2008,231500,9
12702,Inside,Single Family,Gable,PConc,0,GasA,Y,4,0,Detchd,NA,2008,97000,5
5232,Inside,Single Family,Gable,BrkTil,680,GasA,N,4,0,Detchd,NA,2008,73000,4
12090,Inside,Single Family,Gable,CBlock,1422,GasA,Y,7,1,Attchd,GdPrv,2008,175500,9
8400,Inside,Single Family,Gable,PConc,720,GasA,Y,8,1,Detchd,NA,2008,179500,8
6900,Inside,Single Family,Gable,CBlock,740,GasA,Y,4,1,Detchd,NA,2008,120500,9
39104,CulDSac,Single Family,Flat,CBlock,1385,GasA,Y,5,2,Attchd,NA,2008,241500,9
10005,Inside,Single Family,Hip,CBlock,1160,GasA,Y,8,1,Attchd,NA,2008,192000,2
5687,Inside,Condo,Gable,PConc,780,GasA,N,9,0,NA,NA,2008,135900,6
18386,Inside,Single Family,Gable,BrkTil,1470,GasA,Y,10,1,Attchd,NA,2008,295000,8
7920,Inside,Single Family,Gable,CBlock,319,GasA,Y,6,0,NA,MnPrv,2008,89500,2
10846,CulDSac,Townhouse,Gable,PConc,1719,GasA,Y,6,2,Attchd,NA,2008,324000,6
8198,FR3,Townhouse,Gable,PConc,1358,GasA,Y,6,1,Attchd,NA,2008,207000,6
9042,Inside,Single Family,Gable,PConc,943,GasA,Y,7,2,Attchd,NA,2008,192000,6
164660,Corner,Condo,Gable,CBlock,1499,GasA,Y,7,2,Attchd,NA,2008,228950,4
9135,Inside,Single Family,Gable,PConc,1536,GasA,Y,7,0,Attchd,NA,2008,214000,8
8849,Inside,Townhouse,Hip,PConc,1684,GasA,Y,6,1,Attchd,NA,2008,266000,2
2448,Inside,Townhouse,Gable,PConc,764,GasA,Y,6,0,BuiltIn,NA,2008,154000,4
9084,Inside,Single Family,Gable,CBlock,616,GasA,N,5,0,Detchd,NA,2008,95000,3
9144,Inside,Single Family,Gable,CBlock,883,GasA,Y,8,0,Detchd,NA,2008,145000,3
9150,Corner,Single Family,Gable,CBlock,1099,GasA,Y,6,1,Basment,NA,2008,165000,7
17120,Inside,Single Family,Gable,CBlock,0,GasA,Y,7,1,Detchd,NA,2008,134432,4
9382,CulDSac,Single Family,Gable,PConc,1468,GasA,Y,6,0,Attchd,NA,2008,191000,8
12474,Inside,Single Family,Gable,PConc,1682,GasA,Y,9,1,BuiltIn,NA,2008,426000,7
8405,Inside,Single Family,Gable,BrkTil,861,GasA,Y,7,0,Detchd,MnPrv,2008,119000,6
14963,Inside,Townhouse,Gable,PConc,1260,GasA,Y,4,2,Attchd,NA,2008,245500,1
10200,Inside,Single Family,Gable,PConc,672,GasA,Y,4,0,Detchd,GdPrv,2008,108000,2
10480,Inside,Single Family,Gable,BrkTil,1064,GasA,Y,6,0,Detchd,NA,2008,115000,3
15576,Inside,Single Family,Gable,BrkTil,840,GasA,Y,8,0,Attchd,NA,2008,177000,6
10800,Inside,Single Family,Gable,PConc,1034,GasA,Y,8,1,Attchd,NA,2008,339750,4
11228,CulDSac,Single Family,Gable,PConc,1080,GasA,Y,9,1,Attchd,NA,2008,228000,5
7060,Inside,Duplex,Gable,PConc,1344,GasA,Y,8,0,Attchd,NA,2008,206300,5
21750,Inside,Single Family,Hip,CBlock,988,GasA,Y,4,0,Attchd,NA,2008,113000,6
9200,Inside,Single Family,Gable,PConc,1470,GasA,Y,8,1,Attchd,NA,2008,315000,5
9000,Inside,Single Family,Gable,CBlock,1196,GasA,Y,6,1,Attchd,NA,2008,139000,6
8593,Inside,Single Family,Hip,CBlock,907,GasA,Y,5,0,Detchd,NA,2008,109008,1
1680,Inside,Townhouse,Gable,CBlock,483,GasA,Y,4,0,Detchd,NA,2008,85400,6
5586,Inside,Single Family,Gable,BrkTil,901,GasA,Y,7,0,NA,MnPrv,2008,79900,1
10839,Corner,Single Family,Gable,PConc,926,GasA,Y,7,1,Attchd,NA,2008,181000,5
1890,Inside,Townhouse,Gable,CBlock,630,GasA,Y,3,0,NA,NA,2008,81000,3
12108,Inside,Duplex,Gable,CBlock,1440,GasA,N,8,0,NA,NA,2008,118000,10
6240,Inside,Single Family,Gable,PConc,1078,GasA,Y,8,1,Detchd,NA,2008,162900,2
8750,Inside,Single Family,Gable,PConc,915,GasA,Y,8,1,Attchd,NA,2008,210000,3
4571,Inside,Single Family,Gable,BrkTil,624,GasA,N,7,0,Detchd,NA,2008,98000,5
53227,CulDSac,Single Family,Flat,CBlock,1364,GasA,Y,6,2,Attchd,NA,2008,256000,9
5100,Inside,Single Family,Hip,PConc,588,GasA,Y,7,1,Detchd,MnPrv,2008,161000,2
11988,Inside,Single Family,Hip,CBlock,715,GasA,Y,6,1,Detchd,NA,2008,188700,2
9291,Corner,Single Family,Gable,PConc,832,GasA,Y,7,0,Attchd,NA,2008,187000,7
3675,Inside,Townhouse,Gable,PConc,547,GasA,Y,5,0,Basment,NA,2008,148000,10
13125,Inside,Single Family,Gable,PConc,1478,GasA,Y,7,1,Attchd,NA,2008,208900,9
2665,Inside,Townhouse,Gable,PConc,264,GasA,Y,4,1,BuiltIn,NA,2008,115000,7
7931,Inside,Single Family,Gable,CBlock,1269,GasA,Y,6,1,Detchd,NA,2008,155000,10
9120,Inside,Single Family,Gable,PConc,1026,GasA,Y,8,0,Detchd,GdPrv,2008,184000,4
9803,Inside,Single Family,Gable,PConc,866,GasA,Y,7,0,Attchd,NA,2008,226700,7
9600,Inside,Single Family,Gambrel,BrkTil,689,GasA,Y,7,1,Detchd,NA,2008,161000,2
10800,Inside,Condo,Gable,BrkTil,0,GasA,N,7,0,NA,NA,2008,106250,9
14948,Inside,Single Family,Hip,PConc,1452,GasA,Y,11,1,Attchd,NA,2008,446261,10
10200,Inside,Single Family,Gable,CBlock,1461,GasA,Y,5,1,Attchd,NA,2008,175000,4
6155,FR3,Single Family,Gable,BrkTil,611,GasA,Y,6,0,Detchd,NA,2008,128000,2
7000,Inside,Condo,Gable,CBlock,1117,GasA,Y,5,0,NA,NA,2008,107500,5
8924,CulDSac,Single Family,Gable,PConc,880,GasA,Y,8,0,Attchd,NA,2008,188000,6
12735,FR2,Single Family,Hip,CBlock,864,GasA,Y,5,0,Detchd,MnWw,2008,111250,10
8235,Inside,Single Family,Gable,CBlock,825,GasA,Y,4,0,Detchd,MnPrv,2008,125000,10
4043,Inside,Townhouse,Gable,CBlock,1069,GasA,Y,4,0,Attchd,NA,2008,140000,4
6000,Inside,Single Family,Hip,CBlock,928,GasA,Y,5,0,Attchd,NA,2008,112500,9
10625,Inside,Single Family,Gable,PConc,998,GasA,Y,8,1,BuiltIn,NA,2008,284000,5
21872,FR2,Single Family,Gable,PConc,729,GasA,Y,6,1,Attchd,NA,2008,175000,4
13907,Inside,Single Family,Gable,CBlock,996,GasA,Y,6,1,NA,NA,2008,108000,3
21780,Inside,Single Family,Gable,BrkTil,1163,GasA,Y,8,1,Detchd,NA,2008,185000,7
11198,Inside,Single Family,Hip,PConc,1122,GasA,Y,11,1,BuiltIn,NA,2008,325000,7
13101,Inside,Duplex,Gable,CBlock,1728,GasA,Y,10,0,Detchd,NA,2008,142600,8
8480,Inside,Single Family,Gable,CBlock,832,GasA,Y,6,0,Detchd,NA,2008,118500,1
3604,Corner,Townhouse,Gable,PConc,689,GasA,Y,5,0,Detchd,NA,2008,146000,7
12150,Inside,Single Family,Gable,BrkTil,1050,GasA,N,7,0,Attchd,NA,2008,131500,2
13500,Inside,Single Family,Gable,BrkTil,1237,GasA,Y,9,1,Detchd,NA,2008,325000,9
10267,Inside,Single Family,Gable,BrkTil,816,GasA,Y,5,0,Detchd,MnWw,2008,130000,7
9100,Inside,Single Family,Gable,BrkTil,742,GasA,Y,4,0,Detchd,NA,2008,79500,9
8320,Inside,Single Family,Gable,PConc,770,GasA,Y,6,0,Attchd,NA,2008,185900,10
6600,Inside,Single Family,Gable,PConc,816,GasA,Y,4,0,Detchd,NA,2008,138000,5
7990,Inside,Single Family,Hip,CBlock,924,GasA,Y,5,0,Detchd,MnPrv,2008,110000,2
1950,Inside,Townhouse,Gable,CBlock,716,GasA,Y,6,1,Attchd,GdPrv,2008,151000,7
12803,Inside,Single Family,Gable,PConc,1494,GasA,Y,6,1,Attchd,NA,2008,221000,1
7227,Corner,Single Family,Gable,CBlock,832,GasA,Y,4,0,Detchd,NA,2008,105500,8
12244,Inside,Single Family,Hip,PConc,1482,GasA,Y,10,2,Attchd,NA,2008,305000,5
8248,Inside,Single Family,Gable,BrkTil,864,GasA,N,5,0,NA,NA,2008,67000,1
10800,Inside,Single Family,Gable,CBlock,1522,GasA,Y,9,1,Attchd,NA,2008,240000,7
9020,Corner,Single Family,Gable,CBlock,1248,GasA,Y,6,0,Attchd,GdPrv,2008,168500,10
8777,Inside,Single Family,Gable,CBlock,796,GasA,Y,4,0,NA,MnPrv,2008,85000,5
12677,Inside,Townhouse,Hip,PConc,1518,GasA,Y,6,1,Attchd,NA,2008,274000,3
7200,Inside,Single Family,Hip,CBlock,0,GasA,Y,7,0,Detchd,NA,2008,98300,4
10452,Inside,Single Family,Hip,CBlock,1094,GasA,Y,5,2,Attchd,NA,2008,155000,3
8125,Inside,Single Family,Gable,PConc,813,GasA,Y,7,0,Attchd,NA,2008,205950,2
10320,Inside,Single Family,Gable,CBlock,756,GasA,Y,7,0,Detchd,MnPrv,2008,135000,6
10437,Inside,Single Family,Hip,PConc,2109,GasA,Y,7,1,Attchd,NA,2008,350000,3
10007,Inside,Single Family,Gable,CBlock,1053,GasA,Y,5,0,Attchd,MnPrv,2008,145500,4
7200,Inside,Single Family,Gable,BrkTil,776,GasA,Y,6,1,Attchd,MnPrv,2008,149000,10
10012,Inside,Single Family,Gable,CBlock,1138,GasA,Y,6,0,Detchd,MnPrv,2008,137500,5
8125,Inside,Single Family,Gable,PConc,1408,GasA,Y,7,1,Attchd,NA,2008,193500,8
9200,Inside,Single Family,Gable,CBlock,1136,GasA,Y,5,1,Attchd,NA,2008,140000,6
2887,Inside,Single Family,Gable,PConc,1291,GasA,Y,6,1,Attchd,NA,2008,173000,8
4426,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,1,Attchd,NA,2008,141000,8
4282,Inside,Townhouse,Gable,PConc,1391,GasA,Y,5,0,Attchd,NA,2008,196000,2
7162,Inside,Single Family,Gable,PConc,876,GasA,Y,6,0,Attchd,MnPrv,2008,109900,2
4130,Inside,Single Family,Gable,CBlock,270,GasA,Y,5,0,NA,NA,2008,52000,7
4671,Inside,Townhouse,Gable,PConc,1228,GasA,Y,5,1,Attchd,NA,2008,189000,6
10000,Inside,Single Family,Gable,CBlock,1176,GasA,Y,5,1,Attchd,MnPrv,2008,157000,7
10542,Inside,Single Family,Hip,PConc,1311,GasA,Y,9,1,Attchd,NA,2008,341000,8
8172,Inside,Single Family,Gable,PConc,941,GasA,Y,7,0,Detchd,NA,2008,135000,7
11404,Inside,Single Family,Gable,PConc,1153,GasA,Y,8,1,Attchd,NA,2008,222500,7
6768,Inside,Single Family,Hip,CBlock,912,GasA,Y,5,0,Detchd,GdPrv,2008,142000,9
5395,Inside,Townhouse,Gable,PConc,1337,GasA,Y,5,1,Attchd,NA,2008,180000,7
8963,Inside,Single Family,Hip,CBlock,1142,GasA,Y,11,2,BuiltIn,NA,2008,299800,4
2280,Inside,Townhouse,Gable,PConc,744,GasA,Y,6,0,Detchd,NA,2008,179400,5
14587,Inside,Single Family,Gable,PConc,1498,GasA,Y,6,1,Attchd,NA,2008,264132,9
12508,Inside,Single Family,Gable,CBlock,983,GasA,Y,7,0,Attchd,NA,2008,160000,7
6300,Inside,Single Family,Gable,CBlock,742,GasA,Y,9,1,NA,NA,2008,128000,2
6000,Corner,Single Family,Gable,CBlock,901,GasA,Y,4,0,Detchd,NA,2008,107900,6
10832,Corner,Single Family,Gable,PConc,712,GasA,Y,7,1,Attchd,NA,2008,194500,5
7677,Inside,Single Family,Gable,CBlock,773,GasA,Y,4,0,Attchd,NA,2008,110000,8
12798,Inside,Single Family,Gable,PConc,616,GasA,Y,8,0,Attchd,NA,2008,200000,3
8199,Inside,Single Family,Gable,PConc,728,GasA,Y,7,1,Attchd,NA,2008,189000,9
12274,FR2,Single Family,Gable,PConc,1417,GasA,Y,6,0,Attchd,NA,2008,227680,9
4438,Inside,Townhouse,Gable,PConc,848,GasA,Y,4,1,Attchd,NA,2008,144500,6
13265,CulDSac,Single Family,Hip,PConc,1568,GasA,Y,7,2,Attchd,NA,2008,271000,4
7226,CulDSac,Single Family,Gable,PConc,798,GasA,Y,6,0,Attchd,NA,2008,183000,4
14803,Inside,Single Family,Hip,PConc,2078,GasA,Y,7,1,Attchd,NA,2008,385000,6
6130,Inside,Single Family,Gable,BrkTil,784,GasA,Y,5,0,NA,NA,2008,109500,2
11900,Corner,Single Family,Gable,CBlock,1392,GasA,Y,6,2,Attchd,NA,2008,166000,10
7875,Inside,Single Family,Gable,CBlock,1144,GasA,Y,6,0,Attchd,GdWo,2008,139950,3
1680,Inside,Townhouse,Gable,CBlock,483,GasA,Y,5,0,Detchd,NA,2008,100000,3
9525,Inside,Single Family,Gable,PConc,1099,GasA,Y,6,0,Attchd,NA,2008,144000,1
11767,Inside,Single Family,Gable,CBlock,768,GasA,Y,6,0,Detchd,NA,2008,130500,7
12155,Inside,Single Family,Gable,BrkTil,672,GasA,N,7,0,Detchd,NA,2008,140000,6
10440,Inside,Single Family,Gable,PConc,650,GasA,Y,8,1,Detchd,NA,2008,157500,4
9020,Inside,Single Family,Gable,CBlock,1127,GasA,Y,6,0,Attchd,GdPrv,2008,174900,5
12665,Inside,Single Family,Gable,BrkTil,876,GasA,Y,7,1,Detchd,NA,2008,153900,2
45600,Inside,Single Family,Gable,BrkTil,907,GasA,Y,10,1,Detchd,NA,2008,240000,4
10970,Inside,Single Family,Gable,CBlock,940,GasA,Y,5,0,Detchd,MnPrv,2008,147000,3
8640,Inside,Single Family,Gable,PConc,1372,GasA,Y,6,0,Attchd,NA,2008,250580,2
8892,Corner,Single Family,Gable,Stone,105,GasA,Y,5,0,Attchd,GdWo,2008,116000,10
5119,CulDSac,Townhouse,Gable,PConc,1698,GasA,Y,5,1,Attchd,NA,2008,328900,8
16466,Inside,Single Family,Gable,PConc,816,GasA,Y,8,0,Attchd,NA,2008,135500,7
13284,Inside,Single Family,Gable,PConc,1383,GasA,Y,6,1,Attchd,GdPrv,2008,165000,3
7056,Inside,Single Family,Hip,CBlock,780,GasA,Y,8,1,Attchd,NA,2008,140000,5
11029,Corner,Single Family,Hip,CBlock,1184,GasA,Y,6,1,Attchd,NA,2008,176500,9
8777,Inside,Duplex,Gable,CBlock,1272,GasA,Y,9,0,NA,GdPrv,2008,145900,6
8012,Inside,Townhouse,Gable,PConc,1604,GasA,Y,5,1,Attchd,NA,2008,193000,9
15611,Corner,Single Family,Gable,PConc,1126,GasA,Y,6,0,Attchd,NA,2008,175000,7
9900,Inside,Single Family,Gable,CBlock,832,GasA,Y,9,1,Attchd,GdPrv,2008,176000,5
27650,Inside,Single Family,Flat,CBlock,585,GasA,Y,9,1,Attchd,NA,2008,242000,6
11075,Inside,Single Family,Gable,CBlock,784,GasA,Y,7,1,Attchd,MnPrv,2008,172000,2
12227,Corner,Single Family,Gable,CBlock,1330,GasA,Y,11,1,Attchd,NA,2008,272000,6
7390,Inside,Single Family,Hip,CBlock,1098,GasA,Y,6,0,Attchd,NA,2008,135000,9
11639,Corner,Single Family,Gable,PConc,1428,GasA,Y,6,0,Attchd,NA,2008,182000,8
12122,Corner,Single Family,Gable,CBlock,944,GasA,Y,6,0,Attchd,NA,2008,178400,4
3182,Inside,Single Family,Gable,PConc,1266,GasA,Y,6,1,Attchd,NA,2008,159895,10
11250,Corner,Single Family,Gable,PConc,1128,GasA,Y,9,1,Attchd,NA,2008,255900,9
10880,Inside,Condo,Gable,CBlock,1164,GasW,N,5,0,Detchd,NA,2008,125000,8
11957,Inside,Single Family,Gable,PConc,1574,GasA,Y,7,1,Attchd,NA,2008,232000,4
8385,Inside,Single Family,Gable,CBlock,985,GasA,Y,6,0,Attchd,NA,2008,149900,10
21286,Inside,Single Family,Gable,CBlock,720,GasA,Y,7,1,Attchd,NA,2008,135000,8
7024,Inside,Single Family,Gable,PConc,1132,GasA,Y,5,0,Attchd,NA,2008,176000,4
3182,Inside,Townhouse,Gable,PConc,1346,GasA,Y,7,1,Attchd,NA,2008,191000,8
15498,Corner,Single Family,Hip,CBlock,1565,GasA,Y,10,1,Attchd,NA,2008,287000,4
9520,Inside,Single Family,Gable,PConc,1638,GasA,Y,7,1,Attchd,NA,2008,293077,4
9240,Inside,Single Family,Gable,PConc,1055,GasA,Y,7,1,BuiltIn,NA,2008,287000,8
9130,Inside,Single Family,Hip,CBlock,800,GasA,Y,7,0,Attchd,NA,2008,173000,9
11839,Inside,Single Family,Hip,PConc,1475,GasA,Y,10,1,Attchd,NA,2008,262280,1
9245,Inside,Single Family,Gable,PConc,990,GasA,Y,5,0,Detchd,NA,2008,145000,3
11361,Inside,Single Family,Gable,CBlock,1193,GasA,Y,7,1,Attchd,MnPrv,2008,180000,10
18000,Inside,Single Family,Gable,CBlock,894,GasA,Y,6,0,Detchd,NA,2008,81000,8
9760,Inside,Single Family,Gable,CBlock,780,GasA,Y,7,0,Attchd,NA,2008,167900,3
11040,Inside,Single Family,Gable,CBlock,1258,GasA,Y,5,0,Attchd,NA,2008,145000,1
2160,Inside,Townhouse,Gable,PConc,600,GasA,Y,4,0,Detchd,NA,2008,160000,5
8400,Inside,Single Family,Gable,PConc,1181,GasA,Y,7,1,Detchd,NA,2008,136500,6
8000,Inside,Single Family,Gable,PConc,773,GasA,Y,8,1,Attchd,NA,2008,188000,7
10480,Inside,Single Family,Hip,CBlock,803,GasA,Y,8,1,Attchd,NA,2008,205000,7
9764,FR2,Single Family,Gable,CBlock,894,GasA,Y,5,0,Attchd,NA,2008,130000,3
13825,Inside,Single Family,Gable,CBlock,533,GasA,Y,6,0,BuiltIn,NA,2008,140000,7
9600,Inside,Single Family,Gable,CBlock,1032,GasA,Y,6,0,Attchd,NA,2008,119000,1
7350,Corner,Single Family,Gable,CBlock,952,GasA,Y,4,0,Detchd,NA,2008,139000,3
9000,Inside,Single Family,Gable,CBlock,1006,GasA,Y,5,0,NA,NA,2008,80000,8
5700,Inside,Single Family,Gable,PConc,572,GasA,Y,5,1,Detchd,NA,2008,116900,7
5890,Corner,Single Family,Gable,BrkTil,816,GasA,Y,5,0,Detchd,NA,2008,120500,9
13700,Inside,Single Family,Gable,CBlock,864,GasA,Y,8,2,Attchd,GdPrv,2008,201800,2
9350,Inside,Single Family,Gable,PConc,1219,GasA,Y,6,1,Attchd,MnPrv,2008,179900,3
11932,FR2,Single Family,Gable,PConc,1580,GasA,Y,7,0,Attchd,NA,2008,235128,2
9120,Inside,Single Family,Hip,CBlock,901,GasA,Y,8,1,Attchd,NA,2008,185000,9
14778,CulDSac,Single Family,Hip,CBlock,1296,GasA,Y,7,1,Detchd,NA,2008,224000,3
12900,Inside,Duplex,Gable,CBlock,1198,GasA,Y,6,0,CarPort,NA,2008,108959,6
13728,Corner,Single Family,Hip,CBlock,1127,GasA,Y,7,2,Basment,NA,2008,235000,5
9880,Inside,Single Family,Gable,CBlock,1096,GasA,Y,6,1,Attchd,GdPrv,2008,171000,9
9120,Inside,Single Family,Hip,CBlock,1261,GasA,Y,6,1,Attchd,NA,2008,163000,3
4017,Inside,Townhouse,Gable,PConc,625,GasA,Y,5,0,Detchd,NA,2008,171900,10
6951,CulDSac,Single Family,Gable,CBlock,876,GasA,Y,5,0,Attchd,MnPrv,2008,119500,5
5587,Inside,Townhouse,Hip,PConc,1600,GasA,Y,5,1,Attchd,NA,2008,392500,7
8029,Inside,Single Family,Gable,PConc,728,GasA,Y,8,0,Attchd,NA,2008,176000,6
7763,Inside,Single Family,Gable,CBlock,931,GasA,Y,6,0,Detchd,NA,2008,140000,7
8250,Inside,Single Family,Hip,CBlock,952,GasA,Y,5,1,Attchd,NA,2008,134000,3
15384,Inside,Single Family,Gable,PConc,788,GasA,Y,8,1,Attchd,NA,2008,184000,10
14598,CulDSac,Single Family,Gable,PConc,894,GasA,Y,9,1,BuiltIn,NA,2008,214000,6
8872,Corner,Single Family,Gable,CBlock,912,GasA,Y,5,0,Detchd,NA,2008,147000,7
8769,Corner,Townhouse,Hip,PConc,1702,GasA,Y,7,1,Attchd,NA,2008,367294,4
7910,Inside,Single Family,Hip,CBlock,1075,GasA,Y,7,0,Basment,GdWo,2008,127000,2
8525,Inside,Single Family,Gable,PConc,940,GasA,N,7,0,NA,NA,2008,130000,1
8158,Inside,Single Family,Gable,PConc,884,GasA,Y,8,0,Attchd,NA,2008,224900,9
9600,Inside,Single Family,Gable,BrkTil,735,OthW,N,8,1,Detchd,NA,2008,129500,2
6931,Inside,Single Family,Gable,PConc,746,GasA,Y,7,1,BuiltIn,NA,2008,165400,3
14303,Corner,Single Family,Hip,PConc,1986,GasA,Y,7,1,Attchd,NA,2008,301500,8
9587,Inside,Single Family,Gable,PConc,856,GasA,Y,5,0,Attchd,NA,2008,190000,3
9750,FR2,Single Family,Gable,CBlock,1054,GasA,Y,6,0,Attchd,NA,2008,151000,1
4060,Inside,Townhouse,Gable,PConc,1405,GasA,Y,5,0,Attchd,NA,2008,181000,8
14100,Inside,Single Family,Gable,CBlock,728,GasA,Y,11,2,BuiltIn,GdWo,2008,381000,9
11512,Corner,Single Family,Gable,CBlock,1019,GasA,Y,5,1,Basment,GdPrv,2008,177000,1
9473,Inside,Single Family,Gable,PConc,1128,GasA,Y,7,1,Attchd,NA,2008,237000,4
8700,Inside,Single Family,Hip,CBlock,1120,GasA,Y,6,0,Attchd,MnPrv,2008,155000,1
63887,Corner,Single Family,Hip,PConc,6110,GasA,Y,12,3,Attchd,NA,2008,160000,4
12000,Inside,Single Family,Gable,CBlock,924,GasA,Y,6,0,Attchd,GdWo,2008,147000,7
7153,Inside,Single Family,Gable,CBlock,1278,GasA,Y,6,0,Attchd,GdWo,2008,179200,3
11075,Inside,Single Family,Gable,CBlock,952,GasA,Y,9,2,Attchd,NA,2008,206900,1
6627,Corner,Single Family,Hip,CBlock,0,Floor,N,4,0,Detchd,NA,2008,72500,10
3636,Inside,Single Family,Gable,BrkTil,796,GasA,N,5,0,NA,MnPrv,2008,55000,6
6600,Inside,Single Family,Gable,CBlock,816,GasA,Y,5,1,Attchd,MnPrv,2008,130500,10
10440,Corner,Single Family,Gable,BrkTil,1510,GasW,Y,8,2,Detchd,MnPrv,2008,256000,3
9246,Inside,Duplex,Gable,CBlock,1656,GasA,Y,8,0,Detchd,NA,2008,135000,7
13695,Inside,Single Family,Gable,PConc,1114,GasA,Y,6,0,Detchd,NA,2008,155000,9
5250,Inside,Single Family,Gable,BrkTil,684,OthW,N,8,0,NA,NA,2008,122000,2
9247,Inside,Single Family,Gable,CBlock,858,GasA,Y,8,1,Attchd,NA,2008,171000,8
10316,Inside,Single Family,Gable,PConc,992,GasA,Y,7,1,Attchd,NA,2008,235000,9
9477,Corner,Single Family,Gable,CBlock,864,GasA,Y,5,0,Attchd,GdWo,2008,110000,3
9842,Inside,Single Family,Gable,BrkTil,612,GasA,Y,8,0,BuiltIn,NA,2008,189000,4
9179,Inside,Single Family,Gable,PConc,873,GasA,Y,7,0,Attchd,NA,2008,193000,7
9600,Inside,Single Family,Hip,CBlock,992,GasA,Y,8,1,BuiltIn,MnPrv,2008,165500,1
10625,Inside,Single Family,Gable,PConc,1026,GasA,Y,9,1,Attchd,NA,2008,250000,7
6292,Inside,Single Family,Gable,BrkTil,768,GasA,N,4,0,Detchd,NA,2008,91000,1
9735,Inside,Single Family,Gable,PConc,384,GasA,Y,7,0,BuiltIn,NA,2008,167500,4
12925,Corner,Single Family,Gable,CBlock,1205,GasA,Y,7,2,Attchd,NA,2008,237500,4
10800,Inside,Condo,Gable,BrkTil,482,GasA,N,7,1,Detchd,NA,2008,163000,7
6000,Corner,Single Family,Gable,BrkTil,862,GasA,Y,5,1,BuiltIn,NA,2008,120000,1
7415,Inside,Single Family,Gable,PConc,839,GasA,Y,8,1,Attchd,NA,2008,193000,2
3842,Inside,Townhouse,Hip,PConc,1594,GasA,Y,5,1,Attchd,NA,2008,275000,7
20544,CulDSac,Single Family,Gable,CBlock,791,GasA,Y,7,1,Attchd,MnPrv,2008,215000,10
13053,Inside,Single Family,Gambrel,BrkTil,833,GasA,Y,8,1,Detchd,NA,2008,207000,9
9204,Inside,Single Family,Gable,CBlock,1144,GasA,Y,6,0,Detchd,NA,2008,124000,4
4435,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,0,Attchd,NA,2008,136500,2
10721,Inside,Single Family,Hip,CBlock,1252,GasA,Y,7,0,Detchd,NA,2008,142000,1
10944,Inside,Single Family,Gable,PConc,1223,GasA,Y,5,2,Attchd,NA,2008,271000,6
10930,Inside,Single Family,Gable,CBlock,913,GasA,Y,6,1,Attchd,NA,2008,140000,8
10261,Inside,Single Family,Gable,PConc,936,GasA,Y,8,1,Attchd,NA,2008,186500,8
8400,Inside,Single Family,Gable,CBlock,1319,GasA,Y,7,1,Attchd,GdPrv,2008,174000,4
12444,FR2,Single Family,Hip,PConc,1932,GasA,Y,7,1,Attchd,NA,2008,394617,7
11526,Inside,Single Family,Gable,BrkTil,588,GasA,Y,11,1,Detchd,NA,2008,191000,8
4426,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,1,Attchd,NA,2008,149300,7
9937,Inside,Single Family,Gable,CBlock,1256,GasA,Y,6,0,Attchd,NA,2008,147500,5
9600,FR2,Single Family,Gable,CBlock,1262,GasA,Y,6,1,Attchd,NA,2007,181500,5
